Player;Rank;Points;Kill(s) Game 1;Kill(s) Game 2;Kill(s) Game 3;Kill(s) Game 4;Kill(s) Game 5;Kill(s) Game 6;Kill(s) Game 7;Kill(s) Game 8;Kill(s) Game 9;Kill(s) Game 10;Position Game 1;Position Game 2;Position Game 3;Position Game 4;Position Game 5;Position Game 6;Position Game 7;Position Game 8;Position Game 9;Position Game 10;Time Game 1;Time Game 2;Time Game 3;Time Game 4;Time Game 5;Time Game 6;Time Game 7;Time Game 8;Time Game 9;Time Game 10;Time Lobby 1;Time Lobby 2;Time Lobby 3;Time Lobby 4;Time Lobby 5;Time Lobby 6;Time Lobby 7;Time Lobby 8;Time Lobby 9;Time Lobby 10;Game Id 1;Game Id 2;Game Id 3;Game Id 4;Game Id 5;Game Id 6;Game Id 7;Game Id 8;Game Id 9;Game Id 10
SΤORΜ;2279;13;0;0;0;2;0;2;0;1;0;0;18;71;55;33;86;13;66;62;48;47;1363.0;535.0;713.0;1390.0;198.0;1532.0;387.0;583.0;1263.0;1094.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;0bbc242f75584808b24a333763d8594b;0fbe3b3120c74b3aae2298c1dcba6338;16d328782dff4a74b4ce00ed546ed618;233ffd7129564f6c909a30c99f18cb06;2453949bdc55439bbdd41b51ead74419;2fc5e6e38b584021beffa3db70e6cd11;341c01b8d0224691b1f5a4cfc729f145;39a6cf87e6024f5ea2d46c89bc3607cd;41fdf38653614f9db5b909cd365f4ba0
imbue spams LT;2280;13;2;1;0;1;0;0;0;0;0;1;10;35;98;45;88;57;93;54;18;28;1494.0;1421.0;216.0;1080.0;277.0;1063.0;158.0;1147.0;1453.0;1507.0;;;;;;;;;;;010ee6aa7dab4846ba61913648116eaa;0dac2fa197534554a4199a94628c7dfa;1a41f14a3cdc4505bbd19f8b90bd707c;1c66a18f28e44829884afba7b19b4f6a;242f4e4184c54567befb25d7a178d449;29323dd6f6c445278da5fcb07b8674b4;2e968dcf827946a7833ee5f4489b67bc;2fc5e6e38b584021beffa3db70e6cd11;3aa028fb10054404923248dffa93c7a1;436ac1c3995c46728f0d845d4d9a702f
FrongFN;2281;13;0;1;1;0;0;0;0;0;0;3;60;67;24;51;89;40;8;41;99;50;1073.0;447.0;1407.0;1120.0;300.0;1044.0;1552.0;1345.0;280.0;964.0;;;;;;;;;;;b6e1b97fb76540c4a237e7713857fa5e;0936d20009474ec4898f7c995413e8f7;0c7a012c2bea4eb7bf8fe7e42490658a;193268e4d85a4620b49ce3c1c881b247;23a944d3ba094a25a5d7afb837d6331d;2627d13d0db447d99ff0ee5e7e91e1b2;2e941ecd8589488392247993378fa84f;3b075358c14f483594c1a6363890db73;436ac1c3995c46728f0d845d4d9a702f;444e1c32060e4fa18a5bc1e19b40fcf5
E31337 Le0n;2282;13;0;0;0;0;0;4;0;1;0;0;83;73;69;44;56;13;81;29;60;23;233.0;346.0;398.0;1109.0;671.0;1542.0;309.0;1396.0;557.0;1431.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;031dc1850357448387ac63441f86d903;0715b9a6f98a44e082fba2e011acc797;08c8f1294c0542b99839cacadb502da7;11af375c0ffa4e64a0de7e9f87cb86f8;186ea5ede3d54e2ab3a1027fbab65318;25fc6b6310bd47efb7c040d6ea1a46b8;29323dd6f6c445278da5fcb07b8674b4;3216d44b023c42ce9ec1697f42ed67d1;3871ef21330a44a9a4fb0428e1f8c5cf
Ez_Goldware ツ;2283;13;2;0;0;0;0;2;0;0;0;1;58;60;40;59;52;83;53;97;25;15;1045.0;816.0;1245.0;430.0;689.0;167.0;663.0;127.0;1501.0;4047.0;;;;;;;;;;;4debf6fb73a4496d80f1e717cf0ef3a7;0b09293e2cb54398a2ad57f665c5394d;0f9d48f57c8d488d86d365cfec3a8735;1b2cf85aceb94949a610578c8db2bc3e;1f863fcd885040f5bd6c880c1f0cf0d1;241f3359fca84af0a6466e41c213e7b6;2627d13d0db447d99ff0ee5e7e91e1b2;2b89a9bf814e4a388426e26fe1482ac7;2d28193d5887450e8987f79100da24da;489cebd7d8414c4b8f131e7bb98e7555
hugz is retarted;2284;13;0;0;3;0;1;1;0;0;0;0;64;88;16;96;28;6;71;66;30;87;944.0;260.0;1489.0;178.0;1400.0;1771.0;426.0;776.0;1559.0;952.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;08c8f1294c0542b99839cacadb502da7;0a64ab4cf1a845f992cac1433811b882;1769dae2688a43a1af60f4ce7d93d966;193268e4d85a4620b49ce3c1c881b247;27f103cb8d2f415bbc492b628048a2d2;3487e7ad70a047bfbf9f3e7794be201e;39a6cf87e6024f5ea2d46c89bc3607cd;3f449125a3e34ace904933620873d5c9;498175bcceeb4883834f92280e1e6cc9
Crewdensen;2285;13;0;3;1;0;0;0;0;1;0;0;9;64;31;60;84;63;75;60;18;92;1452.0;765.0;1414.0;711.0;256.0;835.0;271.0;660.0;1490.0;171.0;;;;;;;;;;;9494931c51ca480a80eedbd5c5d588cc;0d2dcde9736149e9b45e09d4ea862e2e;135d1f15e379476ba3da7f8d0e9f3dd5;200da0daac494141a6e61be77dab9893;25fc6b6310bd47efb7c040d6ea1a46b8;29323dd6f6c445278da5fcb07b8674b4;2e868bab085e4966841d97d84386b6b5;2eda58c1a13f4e7ea48ec50d7f99b35b;35e92e1d79524a6b9b44bf1743ce424d;4147001c04f649129f1ab509c1c1deaf
Delta Megavorf;2286;13;0;1;0;0;0;0;0;1;3;0;65;9;53;86;92;29;90;16;35;89;834.0;1540.0;1102.0;227.0;1168.0;1374.0;224.0;1594.0;1423.0;388.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;07ea1c690a4f435ab3704c7b30a294ef;152add0a08a847099615f46d486f6e74;1ea04f63f4a34fd0a1d3da03addb8428;29a7ea264a69429c8039c5823b6bf7e0;2b0d9105eeca4809a0b387e372dfdedd;35a3f5e3b26e42e5a3307d1a23052cb4;397b2561e66c468cbaa7864479477381;42150dd6b435472ba62c199e1290bea6;4a938e0564924fc4b099113f60d0ddde
Repulse.Gravity;2287;13;0;0;1;0;0;1;1;0;2;0;41;91;34;81;92;15;21;70;37;85;1260.0;227.0;1355.0;277.0;245.0;1442.0;1476.0;374.0;1487.0;221.0;;;;;;;;;;;9eaa146d935347d1879ceb509324df98;0b2779f7048d4f8789c2ff37555f89ef;0c7a012c2bea4eb7bf8fe7e42490658a;186ea5ede3d54e2ab3a1027fbab65318;1bae1857f46e45abb4d3276f64d24525;1dcb56a6497045eaaa7b92c78417ece6;2b0d9105eeca4809a0b387e372dfdedd;35a3f5e3b26e42e5a3307d1a23052cb4;39c9558c6ca24c6bb9fe26c7c65059b7;423c94da7b3648de8078dde020578ef5
Agrowyn;2288;13;1;0;0;2;0;0;1;0;0;1;23;77;97;15;66;36;26;48;97;86;1465.0;329.0;243.0;2052.0;487.0;1409.0;1413.0;1234.0;221.0;194.0;;;;;;;;;;;019099e8166b4c668f0fc50dd57cffa7;0c41c7882aaf4c0bb91f55f5b1875142;0fbe3b3120c74b3aae2298c1dcba6338;166c15b49b094c12b1ff37b10326fe5e;23a17c21dc4344e3812569ef0e8438a3;29323dd6f6c445278da5fcb07b8674b4;3216d44b023c42ce9ec1697f42ed67d1;3ff545c3b79948578aed26df9125b176;4495b42af3e545dca9da0c01a519152d;46a17dce08024b758fd26225d669c30f
Twin Toxic;2289;13;0;0;0;1;0;1;0;0;1;2;58;74;79;53;75;27;86;91;11;20;1033.0;297.0;262.0;724.0;289.0;1423.0;259.0;373.0;1853.0;1535.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;09179d03080847049e2160c0dab00784;0ba9a115eb184515ac081c3a0a7f8189;0dd3dd9f6f3d43ffb9a39d707f6447d1;13a6f0cb53fb4c62b10c41f3c37b8447;16d328782dff4a74b4ce00ed546ed618;23935088430e4412a0909d80e47aa7da;26ef03190c0145b284d45edbfbd6394c;2b89a9bf814e4a388426e26fe1482ac7;397b2561e66c468cbaa7864479477381
paypal.me Gнosтz;2290;13;0;0;0;1;0;0;1;0;3;0;74;45;74;23;96;67;61;81;14;53;477.0;1246.0;520.0;1474.0;221.0;411.0;542.0;332.0;1537.0;838.0;;;;;;;;;;;4debf6fb73a4496d80f1e717cf0ef3a7;05ed5f07a70f407cb7133362ca938917;0f9d48f57c8d488d86d365cfec3a8735;13b50ab8aebd49a0ba643c4823404ee2;2044ecedf69240b7ad8de90d788e4e98;22ea34486dd24657bd25f3f380cdfcc7;2627d13d0db447d99ff0ee5e7e91e1b2;2b2f3dbdbab24d8abcbc3cb1e2eafff9;2d28193d5887450e8987f79100da24da;39c9558c6ca24c6bb9fe26c7c65059b7
Fly._.;2291;13;0;2;0;1;0;0;0;0;2;0;89;23;80;40;67;68;59;87;14;62;656.0;1401.0;429.0;1266.0;525.0;728.0;410.0;228.0;1470.0;683.0;;;;;;;;;;;0589febb3c8b4d9e98daec8dcab8a843;07617f9d32864807a6cdf8a96e177a4e;12f3c11dc3964e5bb12c55b728714f55;15d2f5057ba24e6c838dad6ca2b93a36;2186f9c8ee174a4fb057a17653ece330;27f103cb8d2f415bbc492b628048a2d2;2b2f3dbdbab24d8abcbc3cb1e2eafff9;2e941ecd8589488392247993378fa84f;2ef337c9f9554f90852529430c608e23;3d3ce7b55065495a9315eb897d7ee5a8
TDA jojo;2292;13;0;0;0;0;1;1;1;2;0;0;51;88;82;79;67;79;44;8;23;76;1384.0;295.0;276.0;293.0;467.0;273.0;898.0;1567.0;1517.0;1174.0;;;;;;;;;;;0589febb3c8b4d9e98daec8dcab8a843;0c0370eacb2f41f6af63c6a652262162;0dd627e5adb8423e8d0d24d9e7650dc6;100cda6696664fbb80fe8b34366c71f0;13b50ab8aebd49a0ba643c4823404ee2;1794705e1efd46bdb6773d1ffbfe5fb2;1ade7cb666bc4ea0b5920f540ee30d34;22f1ec119dcc4fe5ad9d57033a3c213d;2e968dcf827946a7833ee5f4489b67bc;4147001c04f649129f1ab509c1c1deaf
F.A Seglem;2293;13;0;0;0;0;2;0;1;0;2;0;77;89;40;49;30;95;19;96;10;98;654.0;197.0;1250.0;916.0;1519.0;199.0;2033.0;383.0;1447.0;252.0;;;;;;;;;;;be95bae3ba6048098c37698d126929d9;07617f9d32864807a6cdf8a96e177a4e;07ea1c690a4f435ab3704c7b30a294ef;11af375c0ffa4e64a0de7e9f87cb86f8;1bae1857f46e45abb4d3276f64d24525;28c4fbd014e94e888dba3113b7452fea;2d28d75dd1ef49be887e4d6a4af54c8d;3ade68dc2ad54ee7a4c029075b0c1212;3c520738323145a4b90d917ad2d9e32d;4495b42af3e545dca9da0c01a519152d
αℓαsKα;2294;13;2;1;0;1;0;0;0;0;0;1;44;19;70;72;35;73;100;90;93;10;1236.0;1414.0;447.0;496.0;1440.0;298.0;486.0;479.0;1139.0;1871.0;;;;;;;;;;;019099e8166b4c668f0fc50dd57cffa7;0b09293e2cb54398a2ad57f665c5394d;1711cb00486b44c7a02047771cf609df;1c66a18f28e44829884afba7b19b4f6a;2186f9c8ee174a4fb057a17653ece330;2b9069874732438394260943e8fceaff;2ef337c9f9554f90852529430c608e23;33ec0284606a48cebb4c6f3d08b01719;3c961351ec2945d5b4da7602faaa6470;410b9e505713418ba24967d4998f92d0
CODE GRZZLY;2295;13;2;0;0;0;2;0;0;1;0;0;7;94;83;95;20;30;72;82;81;61;1628.0;251.0;393.0;418.0;1422.0;1530.0;493.0;236.0;355.0;716.0;;;;;;;;;;;0283dbee88f0419ab2c734271a6ec829;0e1c7ffe2fcb419f8c28de2999a0ca77;1053f2ebc6f447be8dca342f9f78b563;15d2f5057ba24e6c838dad6ca2b93a36;1769dae2688a43a1af60f4ce7d93d966;2489595e6335476588813a11dda93831;2eda58c1a13f4e7ea48ec50d7f99b35b;341c01b8d0224691b1f5a4cfc729f145;365196d0b0cb4f99ba98b34a097e2aa3;39a6cf87e6024f5ea2d46c89bc3607cd
EGN Songo;2296;13;3;0;1;1;0;0;0;0;0;0;24;65;79;79;93;80;67;62;69;11;1609.0;791.0;419.0;938.0;203.0;601.0;398.0;1707.0;388.0;3456.0;;;;;;;;;;;03010ace2e7244d4a9a50dd9d064b25a;0e1c7ffe2fcb419f8c28de2999a0ca77;152add0a08a847099615f46d486f6e74;1e597edda0e5472da13f060bb91400c4;2186f9c8ee174a4fb057a17653ece330;242f4e4184c54567befb25d7a178d449;28c4fbd014e94e888dba3113b7452fea;3509e15686674e03a66432efdeeec861;39a83a4f9e2e44c1a13bb7264a76ecec;46a8303812cc483e8adc0ed2a0c94079
ttv Pjama;2297;13;0;0;0;1;0;0;0;4;0;0;73;70;93;7;55;79;96;23;76;92;683.0;359.0;187.0;1679.0;1111.0;272.0;264.0;1373.0;373.0;279.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;07617f9d32864807a6cdf8a96e177a4e;09179d03080847049e2160c0dab00784;0c28212a4c0f457ba816261cb4e5ad80;193268e4d85a4620b49ce3c1c881b247;233ffd7129564f6c909a30c99f18cb06;2627d13d0db447d99ff0ee5e7e91e1b2;27f103cb8d2f415bbc492b628048a2d2;31a3190437c74484a14252566c8679cb;365196d0b0cb4f99ba98b34a097e2aa3
mouzek.guma;2298;13;0;1;0;1;1;0;0;1;0;1;97;51;97;41;12;97;25;92;84;71;176.0;1138.0;153.0;1266.0;4076.0;202.0;1406.0;170.0;328.0;372.0;;;;;;;;;;;0160306bee654f7ab6bcdbec9096e83d;0283dbee88f0419ab2c734271a6ec829;0ba02174c666455d85f16f60744a0c6d;0c41c7882aaf4c0bb91f55f5b1875142;2d28d75dd1ef49be887e4d6a4af54c8d;3aa028fb10054404923248dffa93c7a1;3c520738323145a4b90d917ad2d9e32d;436ac1c3995c46728f0d845d4d9a702f;4495b42af3e545dca9da0c01a519152d;46a8303812cc483e8adc0ed2a0c94079
Skaidey;2299;13;0;1;1;0;0;0;0;0;2;0;39;73;18;26;43;16;99;25;36;30;1290.0;418.0;1430.0;1491.0;1411.0;1521.0;153.0;1527.0;1226.0;1571.0;;;;;;;;;;;0016b289285646278a4f61dc55b04da5;0b72a17495e345a58a18c720026115f4;0e79319eeda94c80a072683dfb91f58b;1c66a18f28e44829884afba7b19b4f6a;29c76049f149429c89a6546d9163482f;33ec0284606a48cebb4c6f3d08b01719;3ff545c3b79948578aed26df9125b176;410b9e505713418ba24967d4998f92d0;489cebd7d8414c4b8f131e7bb98e7555;4f0497a982e944b8aea1ad2f521fc779
siimon_97;2300;13;1;0;0;0;2;0;1;0;0;0;34;94;27;21;16;68;27;93;18;49;1307.0;166.0;1354.0;1416.0;1462.0;387.0;1435.0;205.0;1555.0;1537.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;0b89faa9a5614eefa25ceb72bfaf237a;0c41c7882aaf4c0bb91f55f5b1875142;186ea5ede3d54e2ab3a1027fbab65318;2453949bdc55439bbdd41b51ead74419;2fc5e6e38b584021beffa3db70e6cd11;341c01b8d0224691b1f5a4cfc729f145;3ff545c3b79948578aed26df9125b176;4147001c04f649129f1ab509c1c1deaf;4a938e0564924fc4b099113f60d0ddde
xr_Steel;2301;13;0;2;0;0;2;0;0;0;0;0;43;31;81;74;25;21;36;20;76;76;1604.0;1378.0;280.0;319.0;1418.0;1374.0;1415.0;1465.0;952.0;442.0;;;;;;;;;;;048b9b1cde624e5e82a6cf9103cd419d;0dd3dd9f6f3d43ffb9a39d707f6447d1;1ade7cb666bc4ea0b5920f540ee30d34;1d9817681b6744b78fe5a78f038c6652;1f863fcd885040f5bd6c880c1f0cf0d1;2b2f3dbdbab24d8abcbc3cb1e2eafff9;365196d0b0cb4f99ba98b34a097e2aa3;410b9e505713418ba24967d4998f92d0;0db58027d2d047d4a7063ebcfe55d061;4d079409cd614ccab4dad799db6c60ae
Souf.;2302;13;0;0;0;2;1;1;0;0;0;0;67;25;21;21;38;28;72;98;69;89;588.0;1399.0;1423.0;1496.0;1317.0;1607.0;326.0;127.0;432.0;321.0;;;;;;;;;;;9494931c51ca480a80eedbd5c5d588cc;0715b9a6f98a44e082fba2e011acc797;100cda6696664fbb80fe8b34366c71f0;1e597edda0e5472da13f060bb91400c4;2b1e12d309df4ad387396660193e91e9;365196d0b0cb4f99ba98b34a097e2aa3;4147001c04f649129f1ab509c1c1deaf;42150dd6b435472ba62c199e1290bea6;43637ef1f0fa4a3cb1159cbf434bd64b;46a17dce08024b758fd26225d669c30f
FA InTwo;2303;13;1;0;0;0;1;0;0;1;0;1;60;19;22;94;19;68;88;71;52;83;883.0;1418.0;1394.0;253.0;1361.0;443.0;271.0;492.0;2204.0;198.0;;;;;;;;;;;0016b289285646278a4f61dc55b04da5;07ea1c690a4f435ab3704c7b30a294ef;135e1ee4078c438dabe217d42314a7a9;2186f9c8ee174a4fb057a17653ece330;22ea34486dd24657bd25f3f380cdfcc7;2d847b955380472faa10f6f5616b1276;308dc90bccf44347b46ef1ca47a53b08;341c01b8d0224691b1f5a4cfc729f145;4147001c04f649129f1ab509c1c1deaf;4495b42af3e545dca9da0c01a519152d
Marinos008;2304;13;1;0;0;0;0;0;0;0;1;1;62;88;8;43;83;9;35;43;32;37;1113.0;206.0;1525.0;1161.0;305.0;1595.0;1290.0;1426.0;1449.0;1615.0;;;;;;;;;;;00b2c2cb4bd74bf4acbc27146dee23a9;093ead33534e4affbc19f17148269bbd;0ba02174c666455d85f16f60744a0c6d;18e82f1e597e4eebb6db90eab40a0170;23965dfabdeb44aeae87ccf16bcf1339;2627d13d0db447d99ff0ee5e7e91e1b2;3139ca39721c43329f0bf2932730b6c2;3d3ce7b55065495a9315eb897d7ee5a8;4495b42af3e545dca9da0c01a519152d;4d079409cd614ccab4dad799db6c60ae
Slunjoo;2305;13;0;0;0;1;0;0;0;2;0;0;65;30;28;3;29;81;34;79;82;21;1019.0;1306.0;1340.0;1587.0;1375.0;359.0;1364.0;294.0;281.0;1531.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;08c8f1294c0542b99839cacadb502da7;13b50ab8aebd49a0ba643c4823404ee2;203a0f7a74ae43c6b654f625bb2bef0d;2d109b4a196b446c82168942435559c3;39a83a4f9e2e44c1a13bb7264a76ecec;3b075358c14f483594c1a6363890db73;436ac1c3995c46728f0d845d4d9a702f;4495b42af3e545dca9da0c01a519152d;46a8303812cc483e8adc0ed2a0c94079
twitch willzzza;2306;13;0;0;0;0;1;0;0;0;2;0;73;67;52;46;23;29;67;54;5;67;351.0;510.0;808.0;1272.0;1402.0;1427.0;373.0;591.0;1599.0;665.0;;;;;;;;;;;2a2d7b3548d14de59d9bb48a4e221522;048b9b1cde624e5e82a6cf9103cd419d;07ea1c690a4f435ab3704c7b30a294ef;0dd627e5adb8423e8d0d24d9e7650dc6;199555c7816d44eba785457b80e02684;2627d13d0db447d99ff0ee5e7e91e1b2;3007ae50206c46648d2c4ae996258d45;33ec0284606a48cebb4c6f3d08b01719;39a83a4f9e2e44c1a13bb7264a76ecec;444e1c32060e4fa18a5bc1e19b40fcf5
HavokSB;2307;13;1;0;0;0;1;0;1;0;0;0;29;89;62;43;40;10;45;6;89;72;1695.0;227.0;551.0;1347.0;1350.0;1940.0;1064.0;1793.0;289.0;931.0;;;;;;;;;;;048b9b1cde624e5e82a6cf9103cd419d;0e79319eeda94c80a072683dfb91f58b;100cda6696664fbb80fe8b34366c71f0;1711cb00486b44c7a02047771cf609df;22f1ec119dcc4fe5ad9d57033a3c213d;2ebd8f9c07724e1e86fc1c24b24964b3;3c961351ec2945d5b4da7602faaa6470;436ac1c3995c46728f0d845d4d9a702f;4cd7100318f948ed8b65f9ba797f8a0a;4f0497a982e944b8aea1ad2f521fc779
ItsMeWizΛrd ツ;2308;13;0;0;1;0;0;2;0;0;0;0;73;68;39;8;6;30;100;52;77;33;1848.0;470.0;1187.0;1535.0;1584.0;1552.0;243.0;1177.0;402.0;1444.0;;;;;;;;;;;0b2779f7048d4f8789c2ff37555f89ef;0fbe3b3120c74b3aae2298c1dcba6338;13b50ab8aebd49a0ba643c4823404ee2;1e69fcdc5ce0446192ba2207bcaa9ccc;2b9069874732438394260943e8fceaff;39c9558c6ca24c6bb9fe26c7c65059b7;43637ef1f0fa4a3cb1159cbf434bd64b;43dee77ab8cb49669371f62835742388;4a938e0564924fc4b099113f60d0ddde;4cd7100318f948ed8b65f9ba797f8a0a
JamboMacRambo;2309;13;0;0;0;0;0;0;0;2;0;1;88;42;21;28;33;53;97;3;98;46;172.0;1246.0;1369.0;1337.0;1346.0;705.0;260.0;1514.0;206.0;740.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;02443f09b4084979be2cc24de5aa07ed;0c0370eacb2f41f6af63c6a652262162;18048cdb2ecc4e25b077c653428983d5;241f3359fca84af0a6466e41c213e7b6;2ebd8f9c07724e1e86fc1c24b24964b3;35a3f5e3b26e42e5a3307d1a23052cb4;35e92e1d79524a6b9b44bf1743ce424d;41fdf38653614f9db5b909cd365f4ba0;42150dd6b435472ba62c199e1290bea6
asd lucjas;2310;13;0;0;1;0;1;1;0;0;0;0;81;77;55;47;45;4;73;44;23;89;289.0;391.0;1089.0;1153.0;943.0;1615.0;361.0;828.0;1735.0;1336.0;;;;;;;;;;;8978b956397a42cf8117299295165054;04505922fdbc4e6f954d26f14f733689;07baf9641786411e8a4468d286eddd5d;0ec86b3ed41243bc96662cff51a213a1;1ade7cb666bc4ea0b5920f540ee30d34;22f1ec119dcc4fe5ad9d57033a3c213d;2e968dcf827946a7833ee5f4489b67bc;308dc90bccf44347b46ef1ca47a53b08;3b075358c14f483594c1a6363890db73;498175bcceeb4883834f92280e1e6cc9
SpᎯce;2311;13;1;1;0;0;0;0;1;0;0;0;39;14;31;66;70;86;14;56;97;71;1253.0;1425.0;1362.0;502.0;415.0;229.0;1596.0;710.0;234.0;393.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;0b2779f7048d4f8789c2ff37555f89ef;174ca077f5194047a36a29ee09072e72;23965dfabdeb44aeae87ccf16bcf1339;27f103cb8d2f415bbc492b628048a2d2;2b2f3dbdbab24d8abcbc3cb1e2eafff9;2d28d75dd1ef49be887e4d6a4af54c8d;39c9558c6ca24c6bb9fe26c7c65059b7;405370e2f77f423088aa86fc8d6611c5;40bec06518324125b19a4a02fc7c7bee
Bonson16;2312;13;0;0;0;0;0;0;0;0;1;2;86;65;34;61;84;48;100;14;48;12;241.0;481.0;1546.0;577.0;907.0;1346.0;1173.0;1614.0;952.0;1656.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;031dc1850357448387ac63441f86d903;08c8f1294c0542b99839cacadb502da7;13b50ab8aebd49a0ba643c4823404ee2;1e69fcdc5ce0446192ba2207bcaa9ccc;22f1ec119dcc4fe5ad9d57033a3c213d;33ec0284606a48cebb4c6f3d08b01719;35e92e1d79524a6b9b44bf1743ce424d;42150dd6b435472ba62c199e1290bea6;46a8303812cc483e8adc0ed2a0c94079
TheSaveraases;2313;13;0;0;1;0;0;0;0;0;2;0;47;93;22;76;84;73;54;77;3;29;1189.0;184.0;1409.0;448.0;457.0;868.0;2555.0;404.0;1607.0;1294.0;;;;;;;;;;;9eaa146d935347d1879ceb509324df98;09e7937fac8a4003ad05ed5fc62446ad;0c0370eacb2f41f6af63c6a652262162;18e82f1e597e4eebb6db90eab40a0170;1dcb56a6497045eaaa7b92c78417ece6;23a944d3ba094a25a5d7afb837d6331d;35a3f5e3b26e42e5a3307d1a23052cb4;3c961351ec2945d5b4da7602faaa6470;3f4efd8f8b254323bbc77bd710aad18b;48472f7c8dee4438b2934969fc235a87
NRG MrSаvageM;2314;13;0;0;0;2;0;0;0;0;0;1;98;54;41;2;97;21;81;57;45;76;109.0;1056.0;1249.0;1543.0;287.0;1411.0;296.0;599.0;1180.0;584.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;019099e8166b4c668f0fc50dd57cffa7;09b0fa62f97940e197b6782638518c5e;148f97daa36f444d84827b30c33dffd2;23965dfabdeb44aeae87ccf16bcf1339;242f4e4184c54567befb25d7a178d449;2eda58c1a13f4e7ea48ec50d7f99b35b;3139ca39721c43329f0bf2932730b6c2;3871ef21330a44a9a4fb0428e1f8c5cf;41fdf38653614f9db5b909cd365f4ba0
Youtube Cyrexion;2315;13;0;0;0;0;0;0;3;0;0;0;66;46;66;11;91;69;12;96;43;82;830.0;1262.0;426.0;1552.0;268.0;391.0;1602.0;235.0;1177.0;344.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;07c0ea5ef8ac4a6d97b9ba54af7c1de9;11af375c0ffa4e64a0de7e9f87cb86f8;164e2c4cb09b48509745953d601ffb2a;23a944d3ba094a25a5d7afb837d6331d;2627d13d0db447d99ff0ee5e7e91e1b2;2b0d9105eeca4809a0b387e372dfdedd;365196d0b0cb4f99ba98b34a097e2aa3;3871ef21330a44a9a4fb0428e1f8c5cf;4147001c04f649129f1ab509c1c1deaf
PERSONAL bops;2316;13;0;0;0;1;0;0;2;0;0;0;95;6;65;58;89;89;10;93;77;44;127.0;1479.0;656.0;948.0;154.0;196.0;1442.0;226.0;324.0;1274.0;;;;;;;;;;;9494931c51ca480a80eedbd5c5d588cc;02443f09b4084979be2cc24de5aa07ed;0dd854cf19854b40a86baed9576e065d;135e1ee4078c438dabe217d42314a7a9;1c66a18f28e44829884afba7b19b4f6a;1de9d5068a6c4f86a3a1ff489760ac40;1ea04f63f4a34fd0a1d3da03addb8428;2b6044f138204adb83beca2093ca3b0e;2d1cdd3d3e0a409a9376f78949f3fd04;2e9d9567752c40798ed2f5680b380172
Stixxed;2317;13;0;0;0;0;0;0;1;0;0;2;74;49;100;74;92;52;10;86;90;12;430.0;1026.0;209.0;411.0;186.0;2587.0;1668.0;295.0;900.0;1578.0;;;;;;;;;;;a93b3853d572461482ba7559994d90ce;0589febb3c8b4d9e98daec8dcab8a843;0c7a012c2bea4eb7bf8fe7e42490658a;0dd627e5adb8423e8d0d24d9e7650dc6;105cda2d514d467fb39c9f67a54677d6;22f1ec119dcc4fe5ad9d57033a3c213d;2b89a9bf814e4a388426e26fe1482ac7;397b2561e66c468cbaa7864479477381;3f4efd8f8b254323bbc77bd710aad18b;410b9e505713418ba24967d4998f92d0
cxDschi;2318;13;1;0;0;0;0;0;0;1;0;0;24;53;98;41;55;51;40;20;7;62;1344.0;1088.0;178.0;1330.0;883.0;715.0;1189.0;1460.0;1777.0;1001.0;;;;;;;;;;;a93b3853d572461482ba7559994d90ce;0ba02174c666455d85f16f60744a0c6d;14be106030394349a19db601d75ce13c;166c15b49b094c12b1ff37b10326fe5e;22ea34486dd24657bd25f3f380cdfcc7;2b2f3dbdbab24d8abcbc3cb1e2eafff9;2ebd8f9c07724e1e86fc1c24b24964b3;39a83a4f9e2e44c1a13bb7264a76ecec;436ac1c3995c46728f0d845d4d9a702f;4d079409cd614ccab4dad799db6c60ae
Ricardito0;2319;13;0;1;0;0;0;0;0;0;0;1;65;28;46;19;88;43;60;67;25;13;814.0;1406.0;1211.0;2164.0;196.0;1189.0;405.0;520.0;1655.0;1621.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;07ea1c690a4f435ab3704c7b30a294ef;13a6f0cb53fb4c62b10c41f3c37b8447;241f3359fca84af0a6466e41c213e7b6;2ebd8f9c07724e1e86fc1c24b24964b3;3007ae50206c46648d2c4ae996258d45;3ade68dc2ad54ee7a4c029075b0c1212;3f4efd8f8b254323bbc77bd710aad18b;42150dd6b435472ba62c199e1290bea6;4a938e0564924fc4b099113f60d0ddde
