Player;Rank;Points;Kill(s) Game 1;Kill(s) Game 2;Kill(s) Game 3;Kill(s) Game 4;Kill(s) Game 5;Kill(s) Game 6;Kill(s) Game 7;Kill(s) Game 8;Kill(s) Game 9;Kill(s) Game 10;Position Game 1;Position Game 2;Position Game 3;Position Game 4;Position Game 5;Position Game 6;Position Game 7;Position Game 8;Position Game 9;Position Game 10;Time Game 1;Time Game 2;Time Game 3;Time Game 4;Time Game 5;Time Game 6;Time Game 7;Time Game 8;Time Game 9;Time Game 10;Time Lobby 1;Time Lobby 2;Time Lobby 3;Time Lobby 4;Time Lobby 5;Time Lobby 6;Time Lobby 7;Time Lobby 8;Time Lobby 9;Time Lobby 10;Game Id 1;Game Id 2;Game Id 3;Game Id 4;Game Id 5;Game Id 6;Game Id 7;Game Id 8;Game Id 9;Game Id 10
twitch_xKumu;542;30;1;0;0;0;0;0;0;5;1;0;22;94;92;73;77;2;51;19;1;75;1333.0;159.0;162.0;429.0;351.0;1625.0;852.0;1478.0;1614.0;296.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;0ba02174c666455d85f16f60744a0c6d;0c41c7882aaf4c0bb91f55f5b1875142;0dd854cf19854b40a86baed9576e065d;11af375c0ffa4e64a0de7e9f87cb86f8;14be106030394349a19db601d75ce13c;23a17c21dc4344e3812569ef0e8438a3;2b1e12d309df4ad387396660193e91e9;365e8b21b77242e382778bfe9f9380e1;41beb62f24d5446ebf866a58c36a5547
Turbo4k;543;30;0;0;2;0;0;3;0;0;0;0;12;66;13;30;67;9;100;66;61;1;1526.0;652.0;1504.0;1418.0;587.0;1470.0;122.0;552.0;638.0;3450.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;0d2dcde9736149e9b45e09d4ea862e2e;12f3c11dc3964e5bb12c55b728714f55;22451421993d42729bfe50f3eed8d46a;2beb1d5d63e741b599bd89171b7d8215;2eda58c1a13f4e7ea48ec50d7f99b35b;3bdaf40bb5dd4359ab063b308d764f3c;3ec74ba4899c4236bf6d71ef20b02524;41ab078e01a64f4c897466610bac7371;4e8457baaa1b4495bf111e0f033d071a
Twitch AlanFN;544;30;2;0;6;4;5;0;0;1;4;1;40;38;29;42;2;54;75;79;49;42;1170.0;1257.0;1418.0;1352.0;1732.0;871.0;379.0;375.0;886.0;1017.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;0b09293e2cb54398a2ad57f665c5394d;14be106030394349a19db601d75ce13c;232b363de39848db88bc3bf0ed12c659;2d847b955380472faa10f6f5616b1276;3bbc29b32ebe44efac1725a102d24046;41bac650e765475a987be3e9e6844925;42e54bbb1a1047a1be725e2d9331c50d;44428206fcde4f57b0d1db81e58e2ae3;49cfb57c53ca444894463392b7aa0e1a
WGS_Horde;545;30;0;3;0;1;0;10;0;4;4;0;95;28;31;34;83;13;67;17;63;66;143.0;1306.0;1362.0;1287.0;302.0;1443.0;445.0;1451.0;592.0;625.0;;;;;;;;;;;e5cabd0f54f144c387e7dfcf741f11e5;022ec78c5ee348acabd4fbd8d7eaa293;0c41c7882aaf4c0bb91f55f5b1875142;186ea5ede3d54e2ab3a1027fbab65318;23a944d3ba094a25a5d7afb837d6331d;2627d13d0db447d99ff0ee5e7e91e1b2;30ecb9512a624c20a051bc7812f08b81;35807f68dc4640e5822e714c7f9bd9b8;41bac650e765475a987be3e9e6844925;4437c56e93224216a767f00b07b7a693
Dekoz10;546;30;1;1;1;1;3;2;2;8;1;0;67;63;61;33;24;54;31;4;29;44;591.0;510.0;735.0;1347.0;1552.0;1068.0;1290.0;1602.0;1381.0;1535.0;;;;;;;;;;;e5cabd0f54f144c387e7dfcf741f11e5;0715b9a6f98a44e082fba2e011acc797;0b09293e2cb54398a2ad57f665c5394d;0f9d48f57c8d488d86d365cfec3a8735;1dcb56a6497045eaaa7b92c78417ece6;29fda8fbde5e4518a413803cf00f5537;308dc90bccf44347b46ef1ca47a53b08;3c2ebd2cd46e4c02aeee34b330d221f5;45d23c1b36e84d4dbb9bc20408b19c2f;4e9d2b10b43c4aa996d040a01c4ddd23
DontBeFurious;547;30;1;0;2;2;2;5;4;1;1;2;33;59;80;37;5;26;24;68;57;29;1293.0;756.0;281.0;1196.0;1703.0;1463.0;1495.0;430.0;637.0;1547.0;;;;;;;;;;;d76eb8c5b3dc4850996fd4657601f84b;0b72a17495e345a58a18c720026115f4;105cda2d514d467fb39c9f67a54677d6;13b50ab8aebd49a0ba643c4823404ee2;203a0f7a74ae43c6b654f625bb2bef0d;2d1cdd3d3e0a409a9376f78949f3fd04;39c08c4fa84f4f2792fafc8ecd42f7fe;4294f180e8cf4501bfad193233664ca3;45d23c1b36e84d4dbb9bc20408b19c2f;4929d1278f614863a73550e66a49cb7f
advise_FN;548;30;3;0;3;5;0;0;3;2;0;4;28;82;41;7;70;30;48;58;79;7;1327.0;312.0;1234.0;1530.0;714.0;1389.0;720.0;724.0;310.0;1518.0;;;;;;;;;;;2a2d7b3548d14de59d9bb48a4e221522;0ba02174c666455d85f16f60744a0c6d;0dd3dd9f6f3d43ffb9a39d707f6447d1;193268e4d85a4620b49ce3c1c881b247;2880d5ae8ec14ea5a51f3eb03db0f472;2be7f903e83c4cc9b4095910397b836c;38f6d049529c46fe87846567b28a24fa;3ec74ba4899c4236bf6d71ef20b02524;41da651279bb40f5985c1c735a450a02;42e54bbb1a1047a1be725e2d9331c50d
SnorkildFN;549;30;0;6;2;2;5;1;0;1;1;2;92;5;23;36;32;50;90;66;80;31;242.0;1520.0;1647.0;1480.0;1506.0;976.0;222.0;545.0;315.0;1593.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;031dc1850357448387ac63441f86d903;1053f2ebc6f447be8dca342f9f78b563;1e953c618589461eb2554d7905ebe9a1;2ba440596ae54c1ba63888fd43b10074;36bc36e9c98a4b45b392fb0f861b30b7;3f3cad9eaa564df3a156af736ffb9244;40b1e48f8d34440c9bcc06789280abdb;4276e10b9e80460e83c0cbc1e2246d46;45d23c1b36e84d4dbb9bc20408b19c2f
STx 神;550;30;0;6;1;0;1;2;2;0;2;6;87;3;66;88;46;49;72;97;49;16;422.0;1577.0;604.0;363.0;1013.0;957.0;417.0;246.0;1095.0;2498.0;;;;;;;;;;;031dc1850357448387ac63441f86d903;0589febb3c8b4d9e98daec8dcab8a843;1053f2ebc6f447be8dca342f9f78b563;174ca077f5194047a36a29ee09072e72;19bb3304e39f44c1b4fc1b7996d5e659;239ee312f2b44caa84b553b1ea83c7a7;2ba440596ae54c1ba63888fd43b10074;2da2c97d34b748fdb2b80899b4b5481a;2f050993ffb74a9aabde03320777a428;40bd0aa9b6f84ae0ac7c9aba28ef8ed7
TTV l3gend btw;551;30;3;8;2;0;2;0;0;0;1;4;55;3;16;100;81;49;88;82;79;53;1151.0;1633.0;1632.0;277.0;441.0;1374.0;266.0;342.0;1006.0;1239.0;;;;;;;;;;;0160306bee654f7ab6bcdbec9096e83d;0b09293e2cb54398a2ad57f665c5394d;19bb3304e39f44c1b4fc1b7996d5e659;283be34460954342ab8984c3eb308cbe;2aea6c237387481baaec605a915ef7e7;2da2c97d34b748fdb2b80899b4b5481a;36bc36e9c98a4b45b392fb0f861b30b7;3a566fa9e88243bca8370e59a3801f76;41bac650e765475a987be3e9e6844925;45e6e79eb0ec4109b5639dc09cc44227
Twitch.AceFR;552;30;3;6;0;2;3;0;0;2;0;2;38;13;61;38;4;66;71;62;82;42;1278.0;1549.0;772.0;1479.0;1538.0;746.0;421.0;560.0;429.0;1038.0;;;;;;;;;;;2a2d7b3548d14de59d9bb48a4e221522;0ba9a115eb184515ac081c3a0a7f8189;19bb3304e39f44c1b4fc1b7996d5e659;220d3bdbfbb946ea9efd96f652686777;2be7f903e83c4cc9b4095910397b836c;3a566fa9e88243bca8370e59a3801f76;3f3cad9eaa564df3a156af736ffb9244;41bac650e765475a987be3e9e6844925;4437c56e93224216a767f00b07b7a693;45e6e79eb0ec4109b5639dc09cc44227
Majin OmyTV;553;30;2;2;0;5;2;0;6;0;0;1;52;35;77;15;58;91;2;76;66;33;1778.0;1326.0;313.0;1456.0;841.0;189.0;1564.0;518.0;435.0;1483.0;;;;;;;;;;;08c8f1294c0542b99839cacadb502da7;0ec86b3ed41243bc96662cff51a213a1;1b0eb5b3e14540cebcf517a46f518a55;1e2ee4caadc44d9998483d223f207499;2aea6c237387481baaec605a915ef7e7;2f54452bd5d044408cde39ba03fe6d42;30ecb9512a624c20a051bc7812f08b81;40b1e48f8d34440c9bcc06789280abdb;41beb62f24d5446ebf866a58c36a5547;4437c56e93224216a767f00b07b7a693
imdunky;554;30;1;0;0;2;4;0;1;0;0;10;5;59;55;58;11;58;55;63;99;55;1542.0;1150.0;1286.0;746.0;1591.0;911.0;1059.0;471.0;376.0;1658.0;;;;;;;;;;;019099e8166b4c668f0fc50dd57cffa7;0e1c7ffe2fcb419f8c28de2999a0ca77;1850e9eeb53f49069ea87588a06a9642;233ffd7129564f6c909a30c99f18cb06;2aefcce02ded4fd78fe7659025328535;365e8b21b77242e382778bfe9f9380e1;3e533aad8c0b4a7488d350c4366d394f;42e54bbb1a1047a1be725e2d9331c50d;4771f1a96a9340c1a58a54b71bdfeaec;4cd7100318f948ed8b65f9ba797f8a0a
Lost mCL.Doom;555;30;0;1;1;7;1;2;1;1;0;3;67;29;52;7;29;28;18;76;93;15;645.0;1381.0;790.0;1537.0;1469.0;1589.0;1450.0;227.0;205.0;1413.0;;;;;;;;;;;010ee6aa7dab4846ba61913648116eaa;07617f9d32864807a6cdf8a96e177a4e;105cda2d514d467fb39c9f67a54677d6;186ea5ede3d54e2ab3a1027fbab65318;262dce3e9adc4999bc51a8922d6d89dd;31a3190437c74484a14252566c8679cb;3f3f18b12d694263b6192cca6c123cde;468d87c4441b4607a821d084fa369e0a;48366ea6f32d4bbdb795027ee53c6684;48ad294aea294fb89e4a870dc35ad3b2
FelixGen_;556;30;3;0;0;0;2;3;1;0;2;6;62;44;72;60;52;17;24;55;31;3;936.0;1143.0;358.0;594.0;659.0;1403.0;1469.0;532.0;1402.0;3145.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;08a3003d363f4aea8e736def85b156f5;105cda2d514d467fb39c9f67a54677d6;14be106030394349a19db601d75ce13c;1ade7cb666bc4ea0b5920f540ee30d34;20206e4b9532491cba73a6cd76a28ee3;2beb1d5d63e741b599bd89171b7d8215;38f6d049529c46fe87846567b28a24fa;3c2ebd2cd46e4c02aeee34b330d221f5;4cd7100318f948ed8b65f9ba797f8a0a
Nush-;557;30;6;1;3;1;2;1;0;2;1;0;6;65;14;19;43;43;95;56;52;55;1514.0;791.0;1419.0;1525.0;1419.0;1297.0;168.0;896.0;670.0;707.0;;;;;;;;;;;e5cabd0f54f144c387e7dfcf741f11e5;0e2398a6b2aa4fd4bce3498f20ed63b7;135e1ee4078c438dabe217d42314a7a9;220d3bdbfbb946ea9efd96f652686777;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;41beb62f24d5446ebf866a58c36a5547;4276e10b9e80460e83c0cbc1e2246d46;477474eee3574ba3b4d6d27a34f319af;4b7d75a8b3cb4aee942715f68da0a122
Shade Naekoz;558;30;3;1;0;1;0;1;0;0;4;7;43;40;58;66;87;17;49;97;19;3;1267.0;1325.0;889.0;516.0;191.0;1517.0;845.0;376.0;1506.0;1712.0;;;;;;;;;;;0016b289285646278a4f61dc55b04da5;0b89faa9a5614eefa25ceb72bfaf237a;1769dae2688a43a1af60f4ce7d93d966;1e597edda0e5472da13f060bb91400c4;233ffd7129564f6c909a30c99f18cb06;2453949bdc55439bbdd41b51ead74419;308dc90bccf44347b46ef1ca47a53b08;39a83a4f9e2e44c1a13bb7264a76ecec;3b075358c14f483594c1a6363890db73;444e1c32060e4fa18a5bc1e19b40fcf5
OeS Freq;559;30;2;0;3;0;2;0;2;3;1;4;24;89;36;78;40;78;60;3;61;16;1394.0;256.0;1296.0;315.0;1339.0;366.0;618.0;1674.0;643.0;1549.0;;;;;;;;;;;0016b289285646278a4f61dc55b04da5;0c10342b4988493ab0fd3e89a7ef87df;0dd854cf19854b40a86baed9576e065d;1a41f14a3cdc4505bbd19f8b90bd707c;1d95bdeb5db745ee89a69a215f66aed6;29323dd6f6c445278da5fcb07b8674b4;2b1e12d309df4ad387396660193e91e9;2eda58c1a13f4e7ea48ec50d7f99b35b;3ec74ba4899c4236bf6d71ef20b02524;41da651279bb40f5985c1c735a450a02
MSF Sceptic;560;30;1;2;7;2;2;0;0;2;0;1;64;13;6;17;29;89;93;68;71;49;1028.0;1462.0;1522.0;1459.0;1605.0;239.0;270.0;518.0;475.0;960.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;09179d03080847049e2160c0dab00784;15d2f5057ba24e6c838dad6ca2b93a36;239ee312f2b44caa84b553b1ea83c7a7;2f050993ffb74a9aabde03320777a428;3bbc29b32ebe44efac1725a102d24046;3f3cad9eaa564df3a156af736ffb9244;40b1e48f8d34440c9bcc06789280abdb;4294f180e8cf4501bfad193233664ca3;4437c56e93224216a767f00b07b7a693
OwL Dark TF UP.;561;30;0;4;0;0;0;2;1;0;8;;50;18;91;76;10;49;29;76;5;;2486.0;1510.0;181.0;370.0;1598.0;1306.0;1460.0;326.0;1562.0;;;;;;;;;;;;0b89faa9a5614eefa25ceb72bfaf237a;164e2c4cb09b48509745953d601ffb2a;233ffd7129564f6c909a30c99f18cb06;2489595e6335476588813a11dda93831;29a7ea264a69429c8039c5823b6bf7e0;365196d0b0cb4f99ba98b34a097e2aa3;405370e2f77f423088aa86fc8d6611c5;46a8303812cc483e8adc0ed2a0c94079;489cebd7d8414c4b8f131e7bb98e7555;
Min2op;562;30;1;4;2;0;0;0;3;6;0;0;37;35;62;80;66;89;2;5;92;71;1340.0;1316.0;668.0;314.0;550.0;264.0;1684.0;1565.0;171.0;457.0;;;;;;;;;;;0c7e3010217842c4811247b5d374dbc7;0ba02174c666455d85f16f60744a0c6d;166c15b49b094c12b1ff37b10326fe5e;1de9d5068a6c4f86a3a1ff489760ac40;20206e4b9532491cba73a6cd76a28ee3;2489595e6335476588813a11dda93831;27f103cb8d2f415bbc492b628048a2d2;3487e7ad70a047bfbf9f3e7794be201e;40b1e48f8d34440c9bcc06789280abdb;41beb62f24d5446ebf866a58c36a5547
96bigg;563;30;5;1;1;0;3;0;1;1;0;3;26;9;55;95;23;56;37;69;40;2;1344.0;1441.0;1170.0;327.0;1570.0;650.0;1403.0;693.0;1322.0;1987.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;0bc82c7fcae442e8b4a7066c5535b139;191eb62697f44f39b49680dcd6a52139;239ee312f2b44caa84b553b1ea83c7a7;262dce3e9adc4999bc51a8922d6d89dd;30ecb9512a624c20a051bc7812f08b81;38247f8f9c6446048d897c8cf433d065;42e54bbb1a1047a1be725e2d9331c50d;44d38326368a4bd4b040082693d34b2f;4d079409cd614ccab4dad799db6c60ae
VGIA Tedi;564;30;1;0;3;0;0;1;5;0;0;5;13;29;33;78;44;51;5;83;63;17;1341.0;1353.0;1318.0;365.0;825.0;1009.0;1650.0;235.0;714.0;1490.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;0bc82c7fcae442e8b4a7066c5535b139;1769dae2688a43a1af60f4ce7d93d966;23965dfabdeb44aeae87ccf16bcf1339;25fc6b6310bd47efb7c040d6ea1a46b8;2d109b4a196b446c82168942435559c3;3509e15686674e03a66432efdeeec861;41bac650e765475a987be3e9e6844925;4276e10b9e80460e83c0cbc1e2246d46;468d87c4441b4607a821d084fa369e0a
fake y1nx;565;30;1;2;1;3;0;3;0;2;2;0;20;13;28;33;87;7;17;72;60;47;1360.0;1500.0;1441.0;1492.0;416.0;1601.0;1626.0;504.0;550.0;1429.0;;;;;;;;;;;c69ca744c3504dc284a272ce939076b6;0c10342b4988493ab0fd3e89a7ef87df;191eb62697f44f39b49680dcd6a52139;262dce3e9adc4999bc51a8922d6d89dd;31a3190437c74484a14252566c8679cb;34e205da679d4117be70efb5a6e24c24;41da651279bb40f5985c1c735a450a02;4a61c9eefa8146a1b65c908a2d10df34;4c0f744e7df048e3b5cedf36be7bcfaa;4f692d25ab5f4375abcf1428a66643d2
FA Joe;566;30;4;0;0;4;0;1;0;2;2;1;22;73;80;12;76;25;39;44;58;12;1349.0;512.0;468.0;1664.0;431.0;1511.0;1390.0;1034.0;675.0;1563.0;;;;;;;;;;;c69ca744c3504dc284a272ce939076b6;0bc82c7fcae442e8b4a7066c5535b139;1053f2ebc6f447be8dca342f9f78b563;15d2f5057ba24e6c838dad6ca2b93a36;239ee312f2b44caa84b553b1ea83c7a7;2880d5ae8ec14ea5a51f3eb03db0f472;3216d44b023c42ce9ec1697f42ed67d1;3f3f18b12d694263b6192cca6c123cde;43e1faa5b9964ebaa7b9a27280e08c4a;48366ea6f32d4bbdb795027ee53c6684
shawcast;567;30;1;0;0;5;0;1;0;5;2;0;19;15;91;18;66;78;72;6;38;85;1324.0;1449.0;200.0;1466.0;625.0;209.0;594.0;1574.0;1327.0;238.0;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;0ba02174c666455d85f16f60744a0c6d;1850e9eeb53f49069ea87588a06a9642;1a41f14a3cdc4505bbd19f8b90bd707c;283be34460954342ab8984c3eb308cbe;2ba440596ae54c1ba63888fd43b10074;2dc8e2bcfb794f48a3dc149450df3fe9;30ecb9512a624c20a051bc7812f08b81;3f3cad9eaa564df3a156af736ffb9244;45e6e79eb0ec4109b5639dc09cc44227
Ugame HeikoTTV;568;30;3;0;2;1;0;0;1;6;1;0;19;74;20;5;71;79;49;19;83;87;1318.0;527.0;1566.0;1597.0;364.0;401.0;1028.0;1420.0;281.0;242.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;0bc82c7fcae442e8b4a7066c5535b139;100cda6696664fbb80fe8b34366c71f0;1e37f1d8370349f19d69d4cad90fc32a;2ba440596ae54c1ba63888fd43b10074;2dc8e2bcfb794f48a3dc149450df3fe9;30ecb9512a624c20a051bc7812f08b81;39c08c4fa84f4f2792fafc8ecd42f7fe;4294f180e8cf4501bfad193233664ca3;4437c56e93224216a767f00b07b7a693
oS Kiman;569;30;4;4;0;0;1;0;0;1;0;3;7;3;61;30;13;88;28;37;53;57;1521.0;1696.0;766.0;1400.0;1495.0;190.0;1449.0;1365.0;802.0;827.0;;;;;;;;;;;019099e8166b4c668f0fc50dd57cffa7;0e1c7ffe2fcb419f8c28de2999a0ca77;1cf15780c9a24c5ba84fc29ff3ce4a5d;239ee312f2b44caa84b553b1ea83c7a7;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;3bbc29b32ebe44efac1725a102d24046;44428206fcde4f57b0d1db81e58e2ae3;4c0f744e7df048e3b5cedf36be7bcfaa;4f0497a982e944b8aea1ad2f521fc779
Macks60Hz;570;30;0;1;1;6;2;1;0;1;1;0;87;53;31;4;15;35;54;9;70;84;166.0;1098.0;1325.0;1601.0;1533.0;1263.0;828.0;1528.0;380.0;255.0;;;;;;;;;;;8978b956397a42cf8117299295165054;02443f09b4084979be2cc24de5aa07ed;0b2779f7048d4f8789c2ff37555f89ef;16d328782dff4a74b4ce00ed546ed618;2489595e6335476588813a11dda93831;2f050993ffb74a9aabde03320777a428;3b59792eb4f7413ca40b87ece7692038;41bac650e765475a987be3e9e6844925;4929d1278f614863a73550e66a49cb7f;4b7d75a8b3cb4aee942715f68da0a122
Legacy SMG;571;30;2;0;0;3;3;1;4;0;0;0;14;85;71;11;2;32;30;52;100;74;1345.0;361.0;437.0;1578.0;1639.0;1436.0;1378.0;855.0;227.0;353.0;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;0c3e2f38b7db4d29907019879f70133b;0e2398a6b2aa4fd4bce3498f20ed63b7;135d1f15e379476ba3da7f8d0e9f3dd5;220d3bdbfbb946ea9efd96f652686777;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;4294f180e8cf4501bfad193233664ca3;477474eee3574ba3b4d6d27a34f319af;48f76d410b9a4830a9443a8879fa96cb
KlossikkK 16x9;572;30;0;4;1;2;1;1;1;0;3;0;90;2;46;70;7;66;6;75;29;85;175.0;1523.0;1181.0;423.0;2536.0;588.0;1982.0;423.0;1378.0;310.0;;;;;;;;;;;9eaa146d935347d1879ceb509324df98;0283dbee88f0419ab2c734271a6ec829;0e2398a6b2aa4fd4bce3498f20ed63b7;19bb3304e39f44c1b4fc1b7996d5e659;2489595e6335476588813a11dda93831;3216d44b023c42ce9ec1697f42ed67d1;3a588d394095400184aed2f946628ac4;4437c56e93224216a767f00b07b7a693;45e6e79eb0ec4109b5639dc09cc44227;4e9d2b10b43c4aa996d040a01c4ddd23
menzy.;573;30;0;4;0;3;2;1;0;0;1;1;27;7;88;2;23;39;84;28;41;16;1293.0;1508.0;214.0;1662.0;1452.0;1238.0;261.0;1513.0;1189.0;1442.0;;;;;;;;;;;be95bae3ba6048098c37698d126929d9;0b72a17495e345a58a18c720026115f4;1850e9eeb53f49069ea87588a06a9642;1b87708cdbf94165b5bf570baa25d951;2a7ff1c534134ef686231311144d34c6;34969453878945998bec33f3b415d3cf;3f3cad9eaa564df3a156af736ffb9244;40b1e48f8d34440c9bcc06789280abdb;48366ea6f32d4bbdb795027ee53c6684;4e8457baaa1b4495bf111e0f033d071a
oS Kalpys;574;30;0;2;0;0;4;0;0;4;1;1;56;40;24;93;3;76;18;15;63;26;1143.0;1253.0;1362.0;192.0;1538.0;503.0;1421.0;1455.0;371.0;2833.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;093ead33534e4affbc19f17148269bbd;148f97daa36f444d84827b30c33dffd2;2044ecedf69240b7ad8de90d788e4e98;22ea34486dd24657bd25f3f380cdfcc7;2f54452bd5d044408cde39ba03fe6d42;3216d44b023c42ce9ec1697f42ed67d1;3f3f18b12d694263b6192cca6c123cde;45e6e79eb0ec4109b5639dc09cc44227;4f0497a982e944b8aea1ad2f521fc779
YouTube Laytxn;575;30;2;0;0;0;4;2;0;0;4;0;30;90;40;95;8;32;14;11;20;96;1335.0;200.0;1339.0;144.0;1482.0;1342.0;1545.0;1730.0;1456.0;322.0;;;;;;;;;;;9eaa146d935347d1879ceb509324df98;0ba02174c666455d85f16f60744a0c6d;0cb65ac068c14958bae24141bfc39c86;186ea5ede3d54e2ab3a1027fbab65318;1ade7cb666bc4ea0b5920f540ee30d34;2880d5ae8ec14ea5a51f3eb03db0f472;31620100e1f7413da141416192997e0a;40958cdc7a98449abe35b34001c249d8;48366ea6f32d4bbdb795027ee53c6684;4f692d25ab5f4375abcf1428a66643d2
LR Blazzy;576;30;1;2;1;1;3;3;0;0;0;1;89;54;39;2;18;21;75;95;48;13;246.0;1084.0;1313.0;1582.0;1479.0;1458.0;252.0;159.0;948.0;3614.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;038c405d7b09425d8d43a01144e8af6e;0ba02174c666455d85f16f60744a0c6d;166c15b49b094c12b1ff37b10326fe5e;2489595e6335476588813a11dda93831;2f54452bd5d044408cde39ba03fe6d42;3bbc29b32ebe44efac1725a102d24046;3f3cad9eaa564df3a156af736ffb9244;40bd0aa9b6f84ae0ac7c9aba28ef8ed7;4f0497a982e944b8aea1ad2f521fc779
mikkelreb0rn;577;30;1;0;3;1;0;0;1;0;5;1;19;73;9;20;92;83;38;94;5;44;1368.0;487.0;1636.0;1458.0;247.0;316.0;1515.0;288.0;1480.0;882.0;;;;;;;;;;;a93b3853d572461482ba7559994d90ce;0bbc242f75584808b24a333763d8594b;100cda6696664fbb80fe8b34366c71f0;1ea04f63f4a34fd0a1d3da03addb8428;2ba440596ae54c1ba63888fd43b10074;2d1cdd3d3e0a409a9376f78949f3fd04;2f54452bd5d044408cde39ba03fe6d42;3c2ebd2cd46e4c02aeee34b330d221f5;3e533aad8c0b4a7488d350c4366d394f;45e6e79eb0ec4109b5639dc09cc44227
Not_Carts;578;30;0;2;2;1;0;3;2;0;0;1;50;6;30;37;95;11;20;25;91;22;1159.0;1538.0;1347.0;1188.0;202.0;1509.0;1488.0;1361.0;695.0;1599.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;09b0fa62f97940e197b6782638518c5e;1769dae2688a43a1af60f4ce7d93d966;23965dfabdeb44aeae87ccf16bcf1339;2d109b4a196b446c82168942435559c3;2e868bab085e4966841d97d84386b6b5;3b59792eb4f7413ca40b87ece7692038;43e1faa5b9964ebaa7b9a27280e08c4a;4e8457baaa1b4495bf111e0f033d071a;4f0497a982e944b8aea1ad2f521fc779
Skpp Cħɨnois;579;30;0;0;2;0;1;1;1;0;4;;90;45;13;39;24;13;25;42;11;;151.0;1206.0;1467.0;1289.0;1446.0;1472.0;1517.0;1261.0;1596.0;;;;;;;;;;;;7b5224c8457b42bea5c7f6536a258db3;022ec78c5ee348acabd4fbd8d7eaa293;0c0370eacb2f41f6af63c6a652262162;18e82f1e597e4eebb6db90eab40a0170;23a944d3ba094a25a5d7afb837d6331d;2e968dcf827946a7833ee5f4489b67bc;3bdaf40bb5dd4359ab063b308d764f3c;44428206fcde4f57b0d1db81e58e2ae3;0db58027d2d047d4a7063ebcfe55d061;
j1nys;580;30;0;0;1;0;0;0;2;5;2;0;46;23;8;52;80;54;53;2;7;41;1479.0;1449.0;1480.0;885.0;241.0;722.0;681.0;1645.0;1620.0;1451.0;;;;;;;;;;;03010ace2e7244d4a9a50dd9d064b25a;0c7a012c2bea4eb7bf8fe7e42490658a;199555c7816d44eba785457b80e02684;274c5f0e67724832a4d8ef94adf0ae80;2d109b4a196b446c82168942435559c3;2e968dcf827946a7833ee5f4489b67bc;3509e15686674e03a66432efdeeec861;3b075358c14f483594c1a6363890db73;45d23c1b36e84d4dbb9bc20408b19c2f;4e9d2b10b43c4aa996d040a01c4ddd23
NoT NeZaK;581;30;0;0;0;1;0;0;2;1;0;6;7;45;76;36;35;72;12;25;56;4;1441.0;1220.0;354.0;1317.0;1242.0;454.0;1540.0;1528.0;620.0;1537.0;;;;;;;;;;;b1190d28d41a4328b5ac559d765fff1a;0c3e2f38b7db4d29907019879f70133b;166c15b49b094c12b1ff37b10326fe5e;1b0eb5b3e14540cebcf517a46f518a55;2627d13d0db447d99ff0ee5e7e91e1b2;2ef337c9f9554f90852529430c608e23;33ec0284606a48cebb4c6f3d08b01719;40bec06518324125b19a4a02fc7c7bee;48472f7c8dee4438b2934969fc235a87;4a938e0564924fc4b099113f60d0ddde
khane-;582;30;2;0;0;2;0;0;1;2;0;3;21;98;24;6;21;76;47;19;64;18;1348.0;177.0;1514.0;1605.0;1416.0;355.0;1029.0;1610.0;503.0;1579.0;;;;;;;;;;;9494931c51ca480a80eedbd5c5d588cc;0bc82c7fcae442e8b4a7066c5535b139;0dd854cf19854b40a86baed9576e065d;1b87708cdbf94165b5bf570baa25d951;2953525e19fc4f50a666d06c74a8472d;34969453878945998bec33f3b415d3cf;365e8b21b77242e382778bfe9f9380e1;40958cdc7a98449abe35b34001c249d8;48366ea6f32d4bbdb795027ee53c6684;4a340978f3d641d4acb83b711ae8e0d8
